gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class,PreviousGrade,ExtracurricularActivities,LearningStyle,PersonalityType,MotivationLevel,ComputerUsage,InternetAccess,Friendships,PeerInfluence,ParentalEducation,ParentTeacherMeetings,PhysicalActivity,SleepDuration,AttitudeTowardsSubjects,BehavioralIssues,raisedhands,VisITedResources,AnnouncementsView,Discussion
M,us,India,highlevel,G-04,C,Math,S,Father,No,Bad,Above-7,M,A,Yes,Auditory,Extrovert,Medium,High,Yes,None,Negative,Bachelor,Yes,Moderate,Adequate,Neutral,No,27,65,4,31
M,cn,India,middlelevel,G-06,C,IT,F,Guardian,Yes,Bad,Under-7,L,E,No,Visual,Extrovert,Medium,Low,No,None,Neutral,Bachelor,Yes,Active,Adequate,Positive,No,21,13,11,44
F,saudi,France,middlelevel,G-05,C,History,F,Father,No,Good,Under-7,M,B,No,Auditory,Extrovert,High,High,Yes,None,Neutral,Bachelor,No,Moderate,Insufficient,Neutral,Yes,34,91,6,39
M,us,India,middlelevel,G-07,A,Science,S,Guardian,No,Good,Above-7,M,E,No,Kinesthetic,Introvert,Medium,Medium,Yes,None,Neutral,HighSchool,No,Inactive,Adequate,Neutral,Yes,13,11,1,45
M,us,France,middlelevel,G-06,D,History,F,Guardian,No,Bad,Under-7,M,C,Yes,Auditory,Introvert,Medium,Medium,No,Some,Negative,HighSchool,Yes,Inactive,Adequate,Positive,Yes,95,73,15,13
F,uk,UK,lowerlevel,G-05,B,Math,F,Mother,Yes,Bad,Above-7,H,B,Yes,Auditory,Introvert,High,High,No,Some,Neutral,Bachelor,No,Moderate,Adequate,Negative,Yes,53,85,6,12
F,uk,China,lowerlevel,G-05,D,Science,S,Father,Yes,Bad,Under-7,L,B,No,Auditory,Extrovert,High,High,No,Some,Negative,HighSchool,No,Inactive,Insufficient,Positive,No,52,21,4,41
F,uk,France,preschool,G-07,C,English,F,Guardian,No,Bad,Under-7,H,E,Yes,Visual,Introvert,High,Low,No,None,Positive,PhD,Yes,Inactive,Adequate,Negative,No,18,10,9,31
M,fr,USA,highlevel,G-05,A,Math,F,Guardian,No,Good,Under-7,H,D,Yes,Auditory,Extrovert,Medium,Medium,Yes,None,Neutral,HighSchool,Yes,Inactive,Insufficient,Neutral,No,45,66,10,25
F,us,France,lowerlevel,G-04,C,Science,S,Mother,No,Bad,Under-7,L,D,Yes,Kinesthetic,Introvert,Low,Low,Yes,Some,Positive,Bachelor,Yes,Moderate,Adequate,Neutral,No,36,42,14,37
F,ind,Saudi Arabia,highlevel,G-07,C,Math,F,Guardian,Yes,Good,Under-7,L,E,Yes,Visual,Introvert,Low,Medium,Yes,None,Positive,Bachelor,No,Moderate,Insufficient,Neutral,No,97,41,12,3
F,fr,UK,middlelevel,G-05,A,English,S,Father,No,Good,Above-7,L,A,Yes,Visual,Introvert,High,High,Yes,None,Negative,PhD,Yes,Active,Adequate,Negative,No,32,83,10,42
M,cn,Saudi Arabia,preschool,G-05,D,Math,S,Guardian,Yes,Good,Under-7,L,E,No,Auditory,Introvert,Low,Low,Yes,Some,Negative,Bachelor,No,Active,Adequate,Neutral,No,30,64,17,49
F,uk,USA,middlelevel,G-07,B,Math,F,Mother,Yes,Bad,Above-7,H,B,Yes,Auditory,Introvert,Low,Low,Yes,Many,Neutral,Bachelor,Yes,Active,Adequate,Positive,No,14,84,16,2
M,uk,India,middlelevel,G-05,C,IT,S,Mother,Yes,Bad,Above-7,M,D,No,Kinesthetic,Extrovert,Low,Medium,Yes,Some,Neutral,PhD,No,Moderate,Adequate,Neutral,No,27,82,3,43
F,us,China,preschool,G-05,E,Science,S,Guardian,No,Good,Under-7,M,D,Yes,Kinesthetic,Introvert,Medium,Medium,Yes,None,Negative,HighSchool,Yes,Inactive,Insufficient,Negative,Yes,98,72,9,10
M,saudi,USA,highlevel,G-04,C,English,S,Father,Yes,Good,Above-7,L,D,Yes,Visual,Extrovert,High,Medium,No,Some,Positive,Bachelor,No,Inactive,Adequate,Neutral,Yes,93,38,16,50
M,us,France,preschool,G-06,B,Math,S,Father,Yes,Bad,Under-7,M,D,Yes,Kinesthetic,Introvert,Low,Medium,Yes,Some,Negative,Bachelor,Yes,Inactive,Adequate,Positive,No,28,3,18,12
M,cn,France,lowerlevel,G-07,D,IT,S,Guardian,No,Bad,Under-7,H,A,No,Auditory,Introvert,High,Low,No,Some,Neutral,Bachelor,No,Moderate,Insufficient,Negative,No,68,6,12,33
F,fr,India,middlelevel,G-04,D,IT,F,Guardian,No,Good,Above-7,H,D,Yes,Visual,Introvert,Medium,High,No,Many,Negative,PhD,No,Active,Insufficient,Neutral,No,14,75,2,5
M,fr,Saudi Arabia,middlelevel,G-05,A,Math,F,Guardian,No,Good,Under-7,M,B,Yes,Kinesthetic,Introvert,Low,Medium,No,None,Negative,PhD,No,Moderate,Adequate,Negative,No,27,0,11,44
F,fr,UK,lowerlevel,G-04,B,English,S,Mother,No,Bad,Above-7,M,C,Yes,Kinesthetic,Extrovert,High,Medium,Yes,None,Neutral,HighSchool,No,Moderate,Insufficient,Neutral,No,5,20,4,24
M,cn,India,highlevel,G-06,A,Math,S,Guardian,No,Good,Under-7,L,B,Yes,Auditory,Extrovert,Medium,High,No,Many,Neutral,PhD,No,Moderate,Adequate,Neutral,No,57,42,14,40
M,us,India,lowerlevel,G-05,E,Science,S,Guardian,Yes,Bad,Above-7,M,C,No,Visual,Introvert,Low,Medium,Yes,None,Negative,Master,No,Active,Insufficient,Positive,No,27,87,12,10
M,ind,France,lowerlevel,G-04,C,Science,F,Mother,No,Good,Under-7,H,E,Yes,Kinesthetic,Extrovert,Low,Medium,Yes,Some,Negative,HighSchool,No,Active,Insufficient,Negative,No,87,43,15,0
M,cn,India,preschool,G-04,E,Science,S,Mother,Yes,Bad,Above-7,L,C,Yes,Visual,Extrovert,Medium,High,No,Many,Positive,Master,No,Moderate,Adequate,Neutral,No,58,61,1,24
F,uk,India,preschool,G-05,A,IT,S,Father,No,Bad,Under-7,H,A,No,Visual,Extrovert,High,Low,Yes,None,Positive,HighSchool,Yes,Active,Adequate,Neutral,Yes,49,6,11,32
M,cn,UK,lowerlevel,G-05,E,English,S,Guardian,No,Bad,Above-7,L,B,No,Visual,Introvert,Medium,Medium,Yes,Many,Negative,PhD,No,Moderate,Adequate,Neutral,No,8,52,17,18
F,cn,France,middlelevel,G-05,C,IT,F,Guardian,Yes,Bad,Under-7,L,D,Yes,Visual,Introvert,Low,High,Yes,Some,Positive,HighSchool,No,Active,Insufficient,Negative,No,41,15,8,0
M,uk,UK,highlevel,G-07,D,English,S,Father,No,Bad,Under-7,M,D,No,Auditory,Introvert,Low,Low,No,Many,Negative,HighSchool,Yes,Inactive,Insufficient,Neutral,No,4,100,8,10
M,saudi,China,lowerlevel,G-05,D,Math,F,Mother,Yes,Bad,Under-7,H,D,No,Auditory,Extrovert,Medium,High,Yes,Some,Neutral,PhD,No,Inactive,Adequate,Neutral,No,69,81,4,28
F,ind,France,middlelevel,G-06,D,English,S,Mother,No,Good,Under-7,H,D,No,Visual,Introvert,Low,Low,Yes,None,Negative,PhD,Yes,Inactive,Insufficient,Neutral,No,64,36,6,46
F,uk,India,highlevel,G-07,C,English,S,Father,No,Good,Under-7,H,A,Yes,Kinesthetic,Extrovert,High,Medium,Yes,Many,Neutral,HighSchool,No,Moderate,Insufficient,Negative,No,76,89,20,20
M,saudi,China,middlelevel,G-06,A,History,S,Mother,Yes,Bad,Under-7,M,B,No,Visual,Introvert,Medium,Low,No,None,Positive,PhD,Yes,Inactive,Insufficient,Positive,No,52,45,7,17
M,us,UK,lowerlevel,G-06,A,IT,F,Mother,Yes,Bad,Under-7,H,D,No,Kinesthetic,Introvert,Medium,Medium,Yes,None,Positive,Master,Yes,Active,Insufficient,Neutral,No,23,6,15,38
F,fr,Saudi Arabia,lowerlevel,G-04,E,English,F,Mother,Yes,Bad,Above-7,H,B,Yes,Auditory,Extrovert,Medium,High,Yes,None,Neutral,PhD,No,Inactive,Insufficient,Neutral,Yes,76,90,7,16
F,ind,France,highlevel,G-07,B,IT,F,Guardian,Yes,Good,Above-7,M,C,No,Auditory,Introvert,Low,High,Yes,None,Negative,HighSchool,Yes,Inactive,Adequate,Positive,Yes,29,15,17,17
M,fr,France,middlelevel,G-05,B,Math,F,Father,Yes,Good,Above-7,M,D,No,Auditory,Introvert,Low,Medium,No,Many,Negative,PhD,Yes,Active,Adequate,Negative,No,53,37,20,0
M,cn,USA,lowerlevel,G-07,B,Math,S,Guardian,No,Bad,Under-7,H,B,No,Kinesthetic,Introvert,High,Medium,No,None,Negative,Master,No,Moderate,Adequate,Positive,Yes,75,71,6,10
F,fr,USA,middlelevel,G-06,E,Science,S,Guardian,No,Bad,Under-7,H,C,Yes,Auditory,Introvert,Medium,Medium,Yes,Many,Neutral,PhD,No,Active,Adequate,Negative,No,8,44,14,42
M,us,India,highlevel,G-07,C,Science,S,Father,No,Good,Above-7,M,A,No,Kinesthetic,Extrovert,High,Medium,No,Many,Positive,HighSchool,Yes,Active,Adequate,Negative,Yes,48,82,7,42
M,cn,USA,lowerlevel,G-05,E,Math,F,Mother,No,Good,Above-7,M,D,Yes,Kinesthetic,Introvert,Low,High,Yes,Some,Neutral,Master,No,Moderate,Adequate,Negative,Yes,5,40,8,9
M,ind,India,lowerlevel,G-06,D,Math,F,Father,No,Bad,Under-7,L,B,No,Kinesthetic,Extrovert,High,Low,Yes,Some,Negative,Bachelor,No,Active,Adequate,Positive,No,25,35,11,1
M,ind,Saudi Arabia,highlevel,G-07,B,English,F,Mother,No,Bad,Above-7,H,A,No,Auditory,Extrovert,Medium,High,Yes,Many,Neutral,Bachelor,No,Active,Adequate,Positive,Yes,17,1,9,6
F,saudi,China,preschool,G-05,C,History,S,Father,Yes,Bad,Under-7,H,C,No,Kinesthetic,Introvert,High,Low,Yes,Many,Positive,HighSchool,No,Inactive,Insufficient,Neutral,Yes,4,20,13,0
F,ind,France,lowerlevel,G-05,E,Science,S,Mother,Yes,Bad,Under-7,L,C,Yes,Visual,Extrovert,Low,Low,No,None,Negative,PhD,No,Active,Adequate,Neutral,Yes,23,89,13,45
M,fr,UK,preschool,G-06,C,History,S,Father,No,Good,Under-7,M,B,Yes,Visual,Introvert,Low,Low,Yes,Some,Positive,PhD,Yes,Inactive,Adequate,Negative,No,58,84,20,39
F,cn,Saudi Arabia,lowerlevel,G-07,D,History,S,Mother,Yes,Bad,Under-7,L,A,No,Auditory,Introvert,Medium,High,No,Many,Negative,PhD,Yes,Moderate,Insufficient,Negative,Yes,84,13,6,35
M,uk,UK,middlelevel,G-06,E,History,F,Guardian,No,Bad,Under-7,H,D,No,Auditory,Extrovert,Medium,High,No,Many,Neutral,PhD,No,Inactive,Insufficient,Neutral,No,72,98,2,21
F,uk,Saudi Arabia,middlelevel,G-06,B,Math,S,Guardian,Yes,Good,Above-7,L,D,No,Visual,Introvert,Medium,High,Yes,Some,Positive,Bachelor,No,Active,Insufficient,Negative,No,76,60,6,46
M,ind,China,highlevel,G-06,D,Math,S,Guardian,No,Bad,Above-7,H,D,No,Auditory,Extrovert,High,High,No,None,Neutral,PhD,Yes,Inactive,Insufficient,Neutral,Yes,46,85,20,42
F,fr,USA,preschool,G-06,A,IT,S,Mother,No,Bad,Above-7,L,B,No,Auditory,Extrovert,Low,Low,No,None,Neutral,HighSchool,Yes,Active,Insufficient,Neutral,Yes,80,81,9,34
M,us,India,preschool,G-07,C,IT,F,Guardian,Yes,Good,Above-7,M,B,Yes,Auditory,Introvert,Medium,Medium,No,Many,Negative,PhD,No,Active,Adequate,Negative,Yes,43,66,4,4
F,us,USA,lowerlevel,G-04,B,IT,F,Father,Yes,Good,Above-7,H,A,Yes,Kinesthetic,Extrovert,Medium,High,No,None,Positive,Bachelor,No,Moderate,Adequate,Neutral,Yes,79,55,7,1
M,cn,USA,preschool,G-04,C,Math,S,Mother,No,Bad,Under-7,H,C,Yes,Kinesthetic,Extrovert,Medium,High,Yes,Some,Positive,Bachelor,No,Moderate,Adequate,Neutral,No,15,0,17,31
M,uk,USA,highlevel,G-07,C,English,S,Father,No,Bad,Above-7,M,B,No,Kinesthetic,Extrovert,Low,Medium,Yes,None,Positive,HighSchool,No,Active,Adequate,Neutral,Yes,100,98,15,9
F,cn,China,preschool,G-04,A,Science,S,Guardian,Yes,Good,Above-7,M,D,Yes,Kinesthetic,Extrovert,Medium,Medium,No,Some,Positive,HighSchool,Yes,Inactive,Insufficient,Neutral,No,38,84,3,10
F,uk,USA,highlevel,G-04,D,Math,F,Father,No,Bad,Above-7,L,C,Yes,Visual,Introvert,Medium,Medium,No,None,Neutral,HighSchool,No,Moderate,Insufficient,Negative,Yes,4,51,0,38
F,uk,Saudi Arabia,middlelevel,G-04,C,IT,S,Guardian,Yes,Bad,Under-7,M,B,Yes,Visual,Introvert,Medium,Low,No,None,Neutral,Master,Yes,Moderate,Adequate,Neutral,No,42,43,18,13
M,cn,China,preschool,G-04,E,Science,F,Father,No,Good,Under-7,H,A,Yes,Visual,Introvert,High,Low,Yes,Some,Positive,Master,No,Moderate,Adequate,Positive,Yes,9,94,19,42
F,ind,India,preschool,G-04,E,History,S,Guardian,Yes,Good,Above-7,H,D,Yes,Kinesthetic,Extrovert,Medium,Low,Yes,Some,Neutral,HighSchool,Yes,Active,Insufficient,Positive,No,47,47,13,10
M,fr,USA,highlevel,G-06,E,History,S,Guardian,Yes,Bad,Under-7,H,E,No,Auditory,Extrovert,Low,Low,No,Many,Negative,PhD,Yes,Moderate,Insufficient,Negative,No,91,13,2,18
M,saudi,France,middlelevel,G-05,A,English,F,Guardian,No,Good,Above-7,H,D,No,Auditory,Introvert,Low,Medium,No,None,Neutral,Master,Yes,Inactive,Insufficient,Neutral,Yes,73,32,13,5
M,uk,France,lowerlevel,G-06,A,Science,F,Mother,No,Bad,Above-7,M,E,Yes,Auditory,Introvert,Medium,Medium,Yes,Many,Negative,Bachelor,Yes,Active,Insufficient,Positive,No,67,44,5,38
M,cn,Saudi Arabia,preschool,G-06,C,Math,F,Guardian,Yes,Bad,Under-7,H,C,Yes,Visual,Extrovert,Low,High,Yes,None,Positive,Bachelor,No,Moderate,Adequate,Negative,Yes,5,80,6,37
M,ind,India,lowerlevel,G-06,C,English,F,Mother,No,Good,Under-7,M,C,Yes,Auditory,Introvert,Medium,Low,No,Some,Negative,Master,No,Inactive,Adequate,Neutral,No,57,59,8,44
M,cn,UK,middlelevel,G-04,C,Science,F,Guardian,No,Bad,Above-7,H,D,No,Kinesthetic,Extrovert,Medium,High,No,None,Negative,Bachelor,No,Active,Insufficient,Neutral,Yes,51,99,12,25
F,cn,France,middlelevel,G-07,B,Science,S,Father,No,Good,Above-7,M,C,No,Kinesthetic,Extrovert,Low,Low,No,None,Negative,Master,No,Active,Insufficient,Negative,No,92,63,6,3
M,ind,China,preschool,G-06,C,Math,S,Father,No,Good,Under-7,H,C,Yes,Kinesthetic,Extrovert,Medium,Low,Yes,Many,Neutral,HighSchool,No,Inactive,Insufficient,Negative,No,55,13,11,15
F,us,Saudi Arabia,preschool,G-05,B,English,F,Guardian,No,Bad,Above-7,M,B,Yes,Visual,Extrovert,Medium,High,Yes,None,Negative,PhD,Yes,Active,Insufficient,Positive,Yes,8,95,20,23
F,saudi,India,middlelevel,G-07,B,History,F,Father,No,Bad,Under-7,H,E,No,Kinesthetic,Introvert,Low,Medium,No,None,Positive,HighSchool,No,Inactive,Adequate,Negative,Yes,80,59,3,18
M,saudi,USA,highlevel,G-06,B,Science,S,Mother,No,Good,Under-7,H,E,No,Auditory,Introvert,Low,Low,Yes,Some,Neutral,Master,No,Inactive,Insufficient,Negative,Yes,49,7,5,9
F,ind,Saudi Arabia,middlelevel,G-05,C,Math,S,Father,No,Good,Under-7,L,D,No,Auditory,Introvert,Medium,High,Yes,Some,Positive,HighSchool,No,Active,Insufficient,Negative,No,74,41,11,3
F,cn,China,preschool,G-07,B,Math,S,Father,No,Bad,Above-7,M,A,No,Visual,Extrovert,Medium,High,No,None,Neutral,Master,Yes,Active,Insufficient,Positive,No,93,98,15,13
M,us,Saudi Arabia,preschool,G-07,B,English,S,Guardian,No,Good,Under-7,L,B,No,Visual,Extrovert,High,Medium,Yes,Some,Positive,HighSchool,Yes,Active,Adequate,Positive,Yes,87,6,3,10
F,saudi,India,middlelevel,G-06,C,Math,F,Guardian,Yes,Bad,Above-7,H,C,Yes,Kinesthetic,Introvert,Low,Medium,Yes,Some,Positive,Bachelor,No,Moderate,Adequate,Negative,No,81,78,10,46
F,saudi,India,preschool,G-06,B,Math,S,Mother,Yes,Bad,Under-7,M,C,No,Auditory,Introvert,Medium,Low,Yes,None,Negative,Bachelor,No,Inactive,Insufficient,Positive,Yes,69,10,8,2
M,uk,France,lowerlevel,G-04,B,English,F,Father,Yes,Good,Above-7,H,B,Yes,Kinesthetic,Extrovert,Low,Medium,No,Some,Neutral,HighSchool,No,Moderate,Adequate,Neutral,No,27,26,20,37
F,cn,UK,highlevel,G-07,B,Math,F,Father,Yes,Bad,Under-7,H,D,Yes,Visual,Extrovert,Medium,Medium,No,Many,Neutral,PhD,No,Active,Adequate,Neutral,No,90,63,3,45
F,us,France,middlelevel,G-04,C,Math,S,Mother,No,Good,Under-7,M,D,No,Auditory,Extrovert,High,High,Yes,None,Neutral,HighSchool,Yes,Moderate,Adequate,Neutral,No,33,46,2,28
F,us,France,preschool,G-06,D,IT,S,Guardian,Yes,Bad,Under-7,H,D,No,Kinesthetic,Introvert,Low,High,Yes,None,Neutral,Bachelor,No,Inactive,Insufficient,Positive,Yes,65,32,2,4
F,uk,China,lowerlevel,G-04,A,Science,F,Father,Yes,Bad,Above-7,H,D,No,Auditory,Extrovert,Medium,High,Yes,Many,Negative,Master,Yes,Moderate,Adequate,Positive,No,71,19,7,47
F,uk,France,lowerlevel,G-05,A,History,F,Mother,Yes,Bad,Under-7,L,A,No,Kinesthetic,Extrovert,High,Low,Yes,None,Neutral,Master,Yes,Active,Adequate,Negative,Yes,42,64,3,31
F,uk,India,middlelevel,G-06,A,IT,F,Guardian,Yes,Good,Above-7,M,A,Yes,Auditory,Extrovert,High,High,No,None,Positive,HighSchool,No,Active,Insufficient,Negative,Yes,22,6,18,30
M,cn,Saudi Arabia,middlelevel,G-07,E,IT,F,Father,No,Bad,Under-7,H,B,No,Kinesthetic,Extrovert,High,Low,Yes,None,Positive,Master,No,Moderate,Adequate,Negative,No,61,16,9,24
F,uk,China,lowerlevel,G-04,C,History,S,Mother,No,Good,Above-7,H,D,Yes,Auditory,Introvert,Low,High,No,None,Negative,Bachelor,Yes,Moderate,Insufficient,Positive,No,73,55,14,0
M,us,India,highlevel,G-07,D,History,S,Guardian,No,Good,Above-7,H,B,Yes,Visual,Introvert,High,Medium,No,Many,Negative,HighSchool,No,Moderate,Adequate,Negative,No,23,26,5,43
M,cn,China,highlevel,G-06,B,English,F,Mother,Yes,Bad,Above-7,M,E,No,Visual,Extrovert,High,High,Yes,None,Neutral,PhD,Yes,Inactive,Insufficient,Negative,Yes,100,66,3,34
M,fr,USA,preschool,G-05,E,Science,S,Father,No,Good,Above-7,H,E,Yes,Auditory,Introvert,Medium,Medium,Yes,None,Negative,Master,No,Moderate,Insufficient,Positive,Yes,94,45,2,7
F,fr,India,preschool,G-06,D,IT,F,Father,Yes,Bad,Under-7,M,E,No,Visual,Introvert,High,High,No,Many,Positive,PhD,No,Moderate,Adequate,Negative,No,48,0,4,14
F,us,China,highlevel,G-07,B,IT,S,Mother,Yes,Good,Above-7,H,E,Yes,Kinesthetic,Extrovert,Medium,High,Yes,Some,Neutral,Bachelor,Yes,Moderate,Adequate,Positive,Yes,39,82,10,6
F,cn,India,middlelevel,G-07,B,IT,F,Guardian,No,Bad,Under-7,M,D,Yes,Auditory,Extrovert,High,Low,Yes,Some,Positive,PhD,Yes,Moderate,Insufficient,Neutral,Yes,85,87,9,9
F,fr,UK,lowerlevel,G-04,A,IT,F,Father,Yes,Good,Above-7,L,D,No,Visual,Introvert,Low,High,No,Some,Positive,Bachelor,Yes,Active,Insufficient,Negative,No,77,46,11,35
M,uk,UK,lowerlevel,G-07,E,English,S,Guardian,No,Good,Under-7,H,C,No,Visual,Introvert,Medium,Medium,Yes,Some,Neutral,Master,Yes,Inactive,Adequate,Negative,No,27,73,7,8
F,cn,USA,middlelevel,G-06,B,English,S,Guardian,No,Bad,Above-7,L,E,No,Auditory,Introvert,Low,High,No,None,Neutral,Master,No,Moderate,Insufficient,Neutral,Yes,37,96,9,10
M,saudi,USA,lowerlevel,G-04,A,English,F,Guardian,No,Good,Under-7,L,A,Yes,Visual,Extrovert,High,Medium,No,Some,Neutral,PhD,No,Inactive,Adequate,Neutral,No,52,41,11,37
M,ind,USA,highlevel,G-06,A,History,S,Guardian,Yes,Good,Under-7,M,C,Yes,Visual,Extrovert,Medium,High,No,Many,Positive,Bachelor,Yes,Moderate,Insufficient,Negative,Yes,99,11,1,11
M,ind,Saudi Arabia,highlevel,G-06,B,Math,F,Mother,Yes,Bad,Above-7,H,E,Yes,Auditory,Extrovert,Medium,Medium,Yes,None,Positive,Master,No,Inactive,Insufficient,Negative,Yes,57,100,17,10
M,cn,India,lowerlevel,G-07,C,Math,F,Guardian,Yes,Good,Above-7,M,A,No,Visual,Introvert,Medium,Low,No,Some,Neutral,PhD,Yes,Active,Adequate,Neutral,No,49,87,0,15
M,saudi,France,lowerlevel,G-06,B,IT,F,Guardian,Yes,Bad,Above-7,L,C,Yes,Visual,Introvert,Low,High,No,None,Negative,Master,Yes,Moderate,Insufficient,Neutral,No,98,82,7,26
F,fr,Saudi Arabia,middlelevel,G-05,A,IT,S,Guardian,No,Bad,Under-7,H,B,Yes,Auditory,Introvert,Low,Low,Yes,None,Positive,PhD,Yes,Moderate,Insufficient,Neutral,No,56,83,20,41
F,saudi,USA,lowerlevel,G-04,E,Math,F,Guardian,Yes,Bad,Under-7,L,A,Yes,Auditory,Introvert,Medium,Low,Yes,Some,Neutral,Master,Yes,Inactive,Adequate,Positive,No,36,41,2,5
F,saudi,UK,middlelevel,G-07,E,English,F,Guardian,No,Bad,Above-7,H,D,No,Kinesthetic,Introvert,High,High,Yes,Some,Neutral,Bachelor,Yes,Moderate,Insufficient,Negative,Yes,84,90,19,9
F,cn,USA,lowerlevel,G-05,A,English,F,Father,No,Good,Under-7,M,C,No,Visual,Extrovert,High,High,No,Some,Neutral,Master,No,Moderate,Adequate,Neutral,Yes,26,81,16,42
M,us,Saudi Arabia,preschool,G-04,C,English,S,Mother,Yes,Bad,Above-7,L,B,Yes,Visual,Extrovert,Low,High,Yes,Some,Positive,Bachelor,No,Active,Insufficient,Positive,Yes,41,0,4,11
M,fr,Saudi Arabia,middlelevel,G-06,E,IT,F,Father,No,Bad,Under-7,H,C,Yes,Visual,Introvert,Medium,High,Yes,Some,Positive,Master,Yes,Moderate,Insufficient,Negative,Yes,3,90,17,5
F,us,USA,middlelevel,G-04,B,Science,F,Guardian,Yes,Good,Above-7,M,E,Yes,Visual,Introvert,Low,Low,Yes,None,Negative,Master,No,Inactive,Adequate,Negative,No,90,57,9,33
M,us,China,highlevel,G-06,B,Science,F,Guardian,No,Bad,Above-7,H,A,Yes,Visual,Extrovert,High,High,Yes,Some,Positive,Bachelor,Yes,Moderate,Insufficient,Neutral,No,0,93,17,19
F,cn,Saudi Arabia,middlelevel,G-05,C,English,S,Mother,Yes,Good,Above-7,H,B,No,Kinesthetic,Extrovert,Low,High,No,Many,Positive,PhD,Yes,Moderate,Insufficient,Positive,Yes,45,37,16,4
F,us,India,lowerlevel,G-06,E,English,F,Guardian,No,Good,Above-7,L,B,No,Kinesthetic,Introvert,Medium,High,No,Some,Neutral,HighSchool,Yes,Active,Adequate,Positive,No,13,21,0,25
F,us,Saudi Arabia,highlevel,G-05,E,History,S,Father,No,Bad,Under-7,M,E,Yes,Visual,Introvert,Low,High,Yes,None,Positive,Master,Yes,Active,Adequate,Positive,No,88,97,3,17
M,cn,UK,middlelevel,G-07,B,Science,S,Guardian,Yes,Good,Under-7,M,D,Yes,Visual,Introvert,High,Medium,No,Many,Neutral,HighSchool,Yes,Inactive,Adequate,Negative,Yes,98,34,6,30
M,cn,USA,preschool,G-07,A,Math,F,Guardian,No,Good,Above-7,H,D,Yes,Auditory,Extrovert,Medium,Medium,Yes,None,Negative,Bachelor,Yes,Moderate,Adequate,Neutral,No,16,90,4,3
F,uk,Saudi Arabia,lowerlevel,G-06,E,Science,F,Mother,Yes,Good,Under-7,L,C,No,Auditory,Extrovert,Low,High,Yes,Some,Neutral,Master,Yes,Moderate,Adequate,Positive,Yes,22,83,14,14
M,saudi,USA,highlevel,G-05,C,Math,S,Guardian,No,Good,Above-7,M,E,Yes,Kinesthetic,Extrovert,Low,Low,No,Some,Negative,Master,Yes,Moderate,Adequate,Neutral,Yes,5,19,1,15
M,uk,Saudi Arabia,preschool,G-06,D,Math,S,Father,Yes,Bad,Above-7,M,A,No,Visual,Introvert,Low,Low,No,Many,Negative,Master,Yes,Inactive,Adequate,Neutral,Yes,22,8,2,27
F,cn,UK,preschool,G-05,E,Science,S,Mother,Yes,Bad,Under-7,M,C,No,Visual,Extrovert,High,Low,No,Some,Positive,HighSchool,Yes,Moderate,Adequate,Negative,Yes,50,87,7,43
M,uk,China,middlelevel,G-06,A,Science,F,Guardian,No,Bad,Above-7,M,D,Yes,Kinesthetic,Extrovert,High,High,Yes,Many,Neutral,PhD,No,Inactive,Adequate,Neutral,No,14,4,18,5
M,uk,UK,preschool,G-04,D,English,S,Guardian,Yes,Bad,Above-7,H,E,Yes,Auditory,Introvert,Medium,Low,No,Some,Positive,PhD,Yes,Moderate,Adequate,Neutral,No,15,66,14,38
M,cn,USA,lowerlevel,G-06,B,History,S,Mother,No,Good,Under-7,L,A,No,Kinesthetic,Extrovert,High,High,Yes,Many,Positive,PhD,No,Active,Adequate,Negative,No,10,29,18,4
M,fr,France,preschool,G-06,B,Math,F,Father,No,Good,Above-7,L,B,Yes,Visual,Extrovert,Low,High,No,None,Positive,HighSchool,No,Moderate,Insufficient,Neutral,No,2,81,18,27
M,us,UK,middlelevel,G-05,B,Science,S,Guardian,No,Bad,Above-7,H,D,No,Visual,Extrovert,Medium,High,Yes,None,Neutral,HighSchool,No,Moderate,Adequate,Negative,No,93,84,1,40
M,ind,USA,preschool,G-06,E,Math,F,Father,No,Good,Above-7,H,A,No,Visual,Extrovert,Medium,High,Yes,Some,Positive,Bachelor,Yes,Active,Adequate,Positive,No,27,95,20,50
F,fr,China,lowerlevel,G-07,A,History,S,Guardian,No,Bad,Above-7,L,A,No,Kinesthetic,Introvert,Medium,High,Yes,Some,Neutral,HighSchool,No,Inactive,Insufficient,Negative,No,97,76,6,31
M,ind,UK,highlevel,G-06,A,Math,S,Guardian,No,Bad,Under-7,H,E,No,Visual,Extrovert,High,Low,No,None,Positive,Master,Yes,Moderate,Adequate,Positive,Yes,56,54,20,25
F,cn,USA,lowerlevel,G-05,C,English,S,Father,No,Bad,Above-7,M,C,Yes,Kinesthetic,Extrovert,Low,High,Yes,None,Negative,Bachelor,Yes,Inactive,Adequate,Negative,No,52,59,15,21
M,fr,UK,highlevel,G-04,B,English,F,Father,No,Good,Under-7,H,A,No,Kinesthetic,Extrovert,High,Medium,Yes,Many,Neutral,Bachelor,No,Inactive,Insufficient,Neutral,No,60,26,6,21
M,ind,India,highlevel,G-07,C,IT,F,Mother,No,Good,Above-7,H,E,Yes,Kinesthetic,Extrovert,High,Medium,No,Some,Positive,Master,No,Active,Insufficient,Positive,Yes,81,72,13,18
